participant,view,rep_id,cycle_percent,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
person_2,front,1,0.0,83.27909541719166,86.40997234184972,127.13182069888292,123.43361941863584,85.70233883858832,84.77503332320876,8.04852804329648
person_2,front,1,1.0,84.37742245171536,85.75058630480694,128.8908955405395,124.47094028450147,85.85107445069258,84.44938537241033,9.107288346567369
person_2,front,1,2.0,85.47574948623905,85.09120026776415,130.64997038219607,125.5082611503671,85.99981006279685,84.1237374216119,10.166048649838258
person_2,front,1,3.0,85.62877396046343,84.44912459128449,132.22041632121963,126.64873605312584,86.16537628829796,84.17650981806948,11.1595125338644
person_2,front,1,4.0,84.16127975988896,83.8367238186273,133.46749842715806,127.96604644770133,86.35979499390798,84.87800280982306,12.04103969918526
person_2,front,1,5.0,82.69378555931448,83.22432304597011,134.71458053309647,129.28335684227685,86.554213699518,85.57949580157664,12.922566864506122
person_2,front,1,6.0,81.53573812869826,82.06187635952706,134.65922779202452,128.71868882910584,86.4046320952142,84.89328568531725,13.077601147793837
person_2,front,1,7.0,80.48820740163853,80.70298470387478,134.13871974844886,127.48188567031114,86.13219323736976,83.71146731619608,12.973173687498285
person_2,front,1,8.0,79.47647507448062,79.44904719724244,133.56329605355737,126.32717809383914,85.89152215882936,82.62892357469028,12.848786110624618
person_2,front,1,9.0,78.76902914648801,79.08721995727967,132.52108932248115,125.8702829671102,85.92087720437328,82.39021416791502,12.554737542836968
person_2,front,1,10.0,78.0615832184954,78.72539271731691,131.47888259140495,125.41338784038126,85.95023224991722,82.15150476113978,12.26068897504932
person_2,front,1,11.0,78.08554186716457,78.5139844279138,131.070469791488,125.02697060122156,86.12782003390389,82.12585243707288,12.313706383914742
person_2,front,1,12.0,78.92217226768014,78.46970830579922,131.36627247063686,124.7188621260277,86.47011086060472,82.33693020490416,12.75235265572802
person_2,front,1,13.0,79.75880266819573,78.42543218368463,131.66207514978572,124.41075365083384,86.81240168730555,82.54800797273543,13.1909989275413
person_2,front,1,14.0,78.33715772169096,77.95734585886244,130.54261006995267,123.93218691174212,85.51735351385713,81.87038095332886,12.7015194996766
person_2,front,1,15.0,76.49208614761989,77.40979512103254,129.15778228531047,123.42165924816953,83.91530427788074,81.02612178631517,12.038016503122282
person_2,front,1,16.0,75.12604244471979,76.93204611399906,128.02055712348178,122.91244793795565,82.87089836200002,80.48464831904681,11.430507913071292
person_2,front,1,17.0,75.55635325871084,76.71605359745209,127.81184179720357,122.40817295283686,83.91765489647808,81.0786212258234,11.032978347407788
person_2,front,1,18.0,75.98666407270191,76.50006108090511,127.60312647092536,121.90389796771807,84.96441143095615,81.67259413259997,10.635448781744284
person_2,front,1,19.0,74.77241950758219,75.19458794974105,126.46929701943667,120.47735030539356,84.25402117817931,81.00738529338973,9.572757591414987
person_2,front,1,20.0,72.36213466674555,73.09676528067365,124.66265729506763,118.38005887782852,82.26570598921708,79.42640791164364,8.026312492237842
person_2,front,1,21.0,69.95184982590891,70.99894261160625,122.8560175706986,116.28276745026348,80.27739080025486,77.84543052989754,6.4798673930607045
person_2,front,1,22.0,70.21041612229945,70.65963088535176,122.00316631009024,115.92338622049348,80.41126192847496,77.54087504739859,6.298512642382154
person_2,front,1,23.0,70.61725192631371,70.41801421147576,121.20330329746857,115.66055555726767,80.66303229653849,77.3072318926356,6.192996244397969
person_2,front,1,24.0,70.62477673227846,70.00945880350247,119.93574978739487,114.73877311598011,80.56497146001159,76.92849377164357,5.613129413111785
person_2,front,1,25.0,69.76712770913589,69.239202804985,117.6548668661751,112.38926182222544,79.70894301353874,76.235383223822,4.005503309671267
person_2,front,1,26.0,68.90947868599332,68.46894680646754,115.37398394495534,110.03975052847078,78.85291456706591,75.54227267600042,2.397877206230749
person_2,front,1,27.0,68.33765303971612,68.36728521645897,114.62840005662498,109.60885612015167,78.286811744204,75.30861411173805,1.9499612767470484
person_2,front,1,28.0,67.89774587506909,68.57420566114682,114.5914157219359,110.0634771974182,77.85452074762406,75.2870103091184,2.037296196781873
person_2,front,1,29.0,67.47194522206634,68.73142924126174,114.54801578208185,110.47631858956521,77.44642402610016,75.25229938709033,2.1209386902828453
person_2,front,1,30.0,67.30006177866066,67.99410925906417,114.38913494925845,110.13712564956091,77.47382425558469,74.98166031571087,2.1381175061744884
person_2,front,1,31.0,67.12817833525499,67.25678927686661,114.23025411643503,109.79793270955662,77.50122448506923,74.71102124433142,2.155296322066131
person_2,front,1,32.0,67.04659634462273,67.03568838299051,114.0629440905315,109.54054085544635,77.51034874794748,74.95170035128952,2.132563410184675
person_2,front,1,33.0,67.0891788515539,67.52438873555641,113.88404392414282,109.39562549444041,77.49434355674207,75.89544195346176,2.0549518726152085
person_2,front,1,34.0,67.13176135848508,68.01308908812231,113.70514375775413,109.25071013343445,77.47833836553664,76.839183555634,1.9773403350457421
person_2,front,1,35.0,66.9466837689631,67.70836530822946,113.6681002743295,108.8752703115436,77.59928596606514,76.79305588452712,1.9441205819333822
person_2,front,1,36.0,66.70089682038693,67.19206175968094,113.6688852396953,108.43835730008344,77.75675431105601,76.48296307387915,1.922738638009584
person_2,front,1,37.0,66.38458918388052,66.58822063153207,113.21804330460692,107.61646433434706,77.79453254898246,76.04194508417034,2.232138084537657
person_2,front,1,38.0,65.69217121174613,65.51751241218139,110.35852456709634,104.7413449458041,77.19396354923197,74.90265947280362,4.305704946809024
person_2,front,1,39.0,64.99975323961174,64.44680419283071,107.49900582958574,101.86622555726115,76.59339454948147,73.7633738614369,6.3792718090803895
person_2,front,1,40.0,64.60561150380802,63.89322253489773,106.05387867640796,100.2420073145813,76.21923412400044,73.14445462563268,7.496156495298782
person_2,front,1,41.0,64.47991838070192,63.805054782240674,105.88170394912972,99.74360010317821,76.0488414153619,72.99386512783471,7.752027223069497
person_2,front,1,42.0,64.35422525759581,63.716887029583624,105.70952922185145,99.24519289177513,75.87844870672338,72.84327563003674,8.007897950840215
person_2,front,1,43.0,63.89372495756104,63.674841382846225,106.21241282767787,100.13621917365234,75.60188097512051,72.71032006380456,7.350505830009414
person_2,front,1,44.0,63.39383557788759,63.63822186621703,106.79471506092837,101.19070821944486,75.31282206434538,72.57943907775658,6.585671021107847
person_2,front,1,45.0,63.13280520054241,63.741448289905,107.24885680389895,101.96596702010963,75.15066824120613,72.53204514359926,5.978290844328736
person_2,front,1,46.0,63.54058002971636,64.23624334648107,107.34414917408573,101.95938113441667,75.34384866344736,72.71841495473578,5.8117836374925025
person_2,front,1,47.0,63.948354858890305,64.73103840305714,107.43944154427253,101.95279524872372,75.53702908568857,72.9047847658723,5.645276430656271
person_2,front,1,48.0,63.953570193985506,64.63124164348682,106.87582811122977,101.34432176008616,75.4656782138524,72.77633161658275,6.142403178907319
person_2,front,1,49.0,63.72395915753478,64.1845996578311,105.92785295963643,100.38474716973091,75.24001742047106,72.46423174037801,7.026649734292615
person_2,front,1,50.0,63.494348121084045,63.73795767217539,104.9798778080431,99.42517257937568,75.01435662708973,72.15213186417327,7.910896289677911
person_2,front,1,51.0,64.17402936937576,64.45447975126427,105.7477937949577,100.2543218667653,75.47185285400047,72.61677067605297,7.369415984314003
