participant,view,rep_id,cycle_percent,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
person_1,front,1,0.0,108.79668085539345,95.30934774128414,151.4947627941333,130.9070986358185,61.81350383303595,69.854524672538,20.66998453082268
person_1,front,1,1.0,106.00767220066702,92.36867373143436,149.67525780126735,128.60194440332103,61.07461699865287,68.80039001442897,20.6806283942715
person_1,front,1,2.0,103.39543569854386,89.71554416580862,147.9354744907732,126.6053452377038,60.380888862705056,67.81858741961403,20.68784064368471
person_1,front,1,3.0,101.57867388313541,88.35636459919121,146.5544387509522,125.99724387304782,59.890374869715934,67.16227910962253,20.679610629937663
person_1,front,1,4.0,100.46034242917767,87.14586311562992,145.8107474653759,125.35385004984511,59.82819964725001,66.8628960364953,20.70738070677467
person_1,front,1,5.0,100.56426410775869,86.19554827741688,146.18240897472785,124.64869442418563,60.51561727319968,67.18813212788051,20.798150942133777
person_1,front,1,6.0,100.28644169700142,85.36649908128162,146.0610792270384,124.04562790593398,60.47829954795519,67.41058214372154,20.846024927242823
person_1,front,1,7.0,99.6904992117956,84.63850458687784,145.52892343181443,123.5276356438555,59.837035696715574,67.54737709660907,20.858152037143483
person_1,front,1,8.0,99.68908081198052,83.09417731162918,145.6654039183468,122.211513550378,59.98813448190334,67.42012098626073,20.895627707171325
person_1,front,1,9.0,99.91060894418696,81.24372524356367,146.05262301053781,120.59609277012588,60.43636925575136,67.19384572719892,20.94260908724686
person_1,front,1,10.0,99.35987286580335,80.7994780803473,145.64800290085032,120.15502951973556,60.19531039581232,67.34534474710102,20.910526575728046
person_1,front,1,11.0,98.7518870676532,80.51254611216501,145.1540314718514,119.82747842423191,60.03841434198966,67.5418588681386,20.87083141222155
person_1,front,1,12.0,98.34366828242757,80.39256118947448,144.55838605161685,119.4606913477329,61.41243998311774,67.81074972156708,20.83407362043259
person_1,front,1,13.0,97.90441192570158,79.96362348330719,144.01456207300458,119.12152029568557,62.113845640694066,67.90458106786343,20.777152221287825
person_1,front,1,14.0,97.38238871164128,78.71081168786849,143.6089286053851,118.85599197550938,61.02159800879904,67.53158706180744,20.666461202527564
person_1,front,1,15.0,97.2740285567734,78.12853720123184,143.50532196299577,118.70964589560843,60.39462404915419,67.56502782933501,20.659139151377232
person_1,front,1,16.0,97.6620640729364,78.3509074851576,143.7641475108826,118.70631850403775,60.32597849620953,68.0861903251628,20.775859861358814
person_1,front,1,17.0,98.04397455151175,78.3234204757459,144.0725121737328,118.68016005996652,60.66205730053058,68.58341195049265,20.806106649706777
person_1,front,1,18.0,98.42238500860843,78.15315787014136,144.40918490227634,118.64095530018072,61.2294071661463,69.06695307839509,20.786939768549814
person_1,front,1,19.0,98.14471265461286,77.2734068272595,144.33053451122876,117.81457824720214,61.0571572402772,69.7098016752842,20.776026705950684
person_1,front,1,20.0,97.72124412037456,76.23599168720492,144.15959009360537,116.81327401795848,60.72055180518925,70.38805193194811,20.766947825253293
person_1,front,1,21.0,98.39783829247445,77.3158943687589,145.2891433005819,118.86574673631881,61.47835367531745,72.4233685850985,20.336628078622155
person_1,front,1,22.0,99.00153094596924,78.13356761379693,146.28094566445145,120.59400771136589,62.017868019462554,73.89708360322,19.966986391539493
person_1,front,1,23.0,99.277166765741,77.77120839451317,146.65286923433965,120.86331584150332,61.575088496683705,72.8435912637114,19.87039597242497
person_1,front,1,24.0,100.10262996366693,78.97758271472466,147.5953988439997,122.40799993575382,61.69415827428214,71.93866162442058,19.779870162239835
person_1,front,1,25.0,101.89029107336262,82.92924072905286,149.53648902326051,126.18459196720215,62.79646432754081,71.29371671051085,19.699957417681127
person_1,front,1,26.0,102.63614837912763,84.71493150245048,150.6203357371701,128.0054927652306,63.31955359755811,70.73012610331806,19.660615138061086
person_1,front,1,27.0,102.51383584828376,84.69564957507262,150.98981289662038,128.19665086874247,63.35996221487428,70.2343307517227,19.65508157922327
person_1,front,1,28.0,102.44350359812421,84.95034018962771,151.44318770524174,128.69739833572828,62.91882554137297,69.76278265702912,19.4224942508762
person_1,front,1,29.0,102.39266395322127,85.30777050740765,151.92802413230228,129.3142418140168,62.297109383815105,69.30032728367372,19.104761758963157
person_1,front,1,30.0,102.23714088289691,85.15209936052254,151.9608829669986,129.15611794399365,62.20471391369604,68.8424207308183,19.08025733758224
person_1,front,1,31.0,101.98519452501142,84.87958394142454,151.8852331793727,128.876844258973,62.15651429418577,68.42745271276841,19.08608024737889
person_1,front,1,32.0,100.87369871693615,83.9517272648626,151.1764747608887,128.16103977228903,62.0209524933246,68.43732122227388,19.101948398419047
person_1,front,1,33.0,100.05383720588914,83.22340024789182,150.77962237954958,127.71252420041486,62.05619708336861,68.65191775221861,19.02756706000808
