participant,view,rep_id,cycle_percent,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
person_19,front,1,0.0,74.42374611225053,70.88672683922347,106.44445872539694,96.32225567217434,70.0573756528257,73.13296784948884,17.465502532540665
person_19,front,1,1.0,74.58095392718613,71.88963836497497,104.27530192959321,96.1266671433965,70.72208870751305,73.5879099503832,18.04813955267709
person_19,front,1,2.0,73.71019667831375,70.75805180786992,102.94599544659823,95.10716726634135,70.50155067648979,73.09984126915109,18.365983944963784
person_19,front,1,3.0,72.75708509337443,70.53957327559932,101.60304276627066,95.27305866438948,70.6464765147109,73.41282358985323,18.041962098761832
person_19,front,1,4.0,72.13547609698891,69.63676640341079,103.66466227609767,96.68978429699354,70.2227124390956,73.07813805565048,16.41270548051417
person_19,front,1,5.0,70.09721317152305,67.33207515310554,104.41819419543953,96.08191348992071,68.42479463518653,71.3458349676357,15.994727494849245
person_19,front,1,6.0,67.64384902763837,65.16995534513859,104.1301598593752,94.92418212659959,66.71046557976595,69.70172212249,15.970614141617963
person_19,front,1,7.0,66.05466407597193,64.14806884941588,104.14977999058951,95.09854958224419,65.84898169307883,68.8652450666598,15.701990604112638
person_19,front,1,8.0,65.58313089525102,63.84109311447842,105.08686590205627,96.35290747087964,65.15099105960633,68.46420526914343,15.063097306804918
person_19,front,1,9.0,66.36880322283197,63.97424954662013,108.54456716032358,98.6364719784362,64.84791058267565,68.9124279634099,12.514795739633595
person_19,front,1,10.0,65.94304982142573,64.27841389004581,108.19264992561664,99.519331264133,65.71053672444746,69.67812882568631,11.675440772345878
person_19,front,1,11.0,66.49108225743416,65.07129443047144,107.0876937434493,99.7052266855243,67.5268000222592,70.77821728484898,11.610032546769558
person_19,front,1,12.0,64.28770699254095,63.042745443309684,104.95103744765122,97.96107676338671,66.06446366517913,69.3877987312442,12.827195916416956
