rep_id,start_frame,bottom_frame,end_frame,start_timestamp_ms,bottom_timestamp_ms,end_timestamp_ms,duration_seconds,standing_knee_angle_deg,bottom_knee_angle_deg,knee_flexion_excursion_deg,minimum_knee_angle_deg
1,100,128,174,1669.0,2136.0,2904.0,1.235,139.99525844015716,42.31110448442084,97.68415395573632,42.31110448442084
2,244,275,312,4072.0,4589.0,5207.0,1.135,139.99525844015716,38.91984091079259,101.07541752936457,38.91984091079259
3,386,412,443,6442.0,6876.0,7393.0,0.951,139.99525844015716,36.661894223214794,103.33336421694236,36.661894223214794
4,515,546,585,8595.0,9112.0,9763.0,1.168,139.99525844015716,35.77661227691166,104.2186461632455,35.77661227691166
5,668,697,731,11148.0,11632.0,12199.0,1.051,139.99525844015716,40.819829093793956,99.1754293463632,40.819829093793956
