rep_id,start_frame,bottom_frame,end_frame,start_timestamp_ms,bottom_timestamp_ms,end_timestamp_ms,duration_seconds,standing_knee_angle_deg,bottom_knee_angle_deg,knee_flexion_excursion_deg,minimum_knee_angle_deg
1,51,67,75,1700.0,2233.0,2500.0,0.8,170.80577133420059,91.86320281565375,78.94256851854684,91.86320281565375
2,137,155,162,4567.0,5167.0,5400.0,0.833,170.80577133420059,92.55940398103817,78.24636735316241,92.55940398103817
3,221,237,246,7367.0,7900.0,8200.0,0.833,170.80577133420059,83.59782275372567,87.20794858047492,83.59782275372567
4,303,320,328,10100.0,10667.0,10933.0,0.833,170.80577133420059,85.23570536556471,85.57006596863587,85.23570536556471
5,381,398,413,12700.0,13267.0,13767.0,1.067,170.80577133420059,88.77147437093217,82.03429696326842,88.77147437093217
