rep_id,start_frame,bottom_frame,end_frame,start_timestamp_ms,bottom_timestamp_ms,end_timestamp_ms,duration_seconds,standing_knee_angle_deg,bottom_knee_angle_deg,knee_flexion_excursion_deg,minimum_knee_angle_deg
1,47,83,99,1567.0,2767.0,3300.0,1.733,176.16450640793676,115.79112140663096,60.37338500130579,115.79112140663096
2,176,203,218,5867.0,6767.0,7267.0,1.4,176.16450640793676,111.97056380344813,64.19394260448863,111.97056380344813
3,301,325,334,10033.0,10833.0,11133.0,1.1,176.16450640793676,116.2385118373785,59.92599457055826,116.2385118373785
4,412,452,462,13733.0,15066.0,15400.0,1.667,176.16450640793676,115.49846437679275,60.666042031144,115.49846437679275
5,535,563,587,17833.0,18766.0,19566.0,1.733,176.16450640793676,111.8376727293296,64.32683367860716,111.8376727293296
