joint,mean_asymmetry_deg,median_asymmetry_deg,std_deg,minimum_deg,maximum_deg,95th_percentile_deg,upper_5_percent_count,upper_5_percent_percentage
Knee,2.973210902140472,1.4704867171188098,3.85497153939906,0.0014340831384771,19.588055480879248,11.332099743440002,5,5.0
Hip,3.748962744544902,2.120625310798406,4.668395165580862,0.0115761519871853,23.068629460821622,14.237175294444633,5,5.0
Ankle,2.0703465911532875,1.7367710701181096,1.5204973231903156,0.1108879109055607,7.261244498321815,5.127073384917656,5,5.0
