mean_trunk_excursion_deg,median_trunk_excursion_deg,std_deg,minimum_deg,maximum_deg,95th_percentile_deg,upper_5_percent_count,upper_5_percent_percentage
11.13707636306684,9.358858409499097,5.901882007226552,3.295314100439434,29.56786701974614,21.753230436485765,5,5.0
