video,view,frame,timestamp_ms,fps,frame_width,frame_height,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
side_person19.mp4,side,0,0,29.99758760659108,848,478,173.93752844382624,162.93682911964424,164.56596881834398,156.28067444899744,90.99016703667321,82.1846709148742,15.44674203669677
side_person19.mp4,side,1,33,29.99758760659108,848,478,171.16815395501555,162.2197831709717,169.01498063317328,155.5432625900066,81.19890480436021,80.78342323942498,18.182505439691116
side_person19.mp4,side,2,67,29.99758760659108,848,478,171.6717674795418,163.0676770911902,167.65256127504006,155.529662340576,82.22250175340673,80.52260631916313,19.202260349741476
side_person19.mp4,side,3,100,29.99758760659108,848,478,172.86324747715503,163.44544420748534,168.16234576048234,154.57673796706052,83.87234796916589,81.8962529925223,18.671904033701274
side_person19.mp4,side,4,133,29.99758760659108,848,478,172.9847640886586,163.9748000816408,168.17402714689175,154.36628864499588,84.34806880294919,81.33239057394914,18.276322473857668
side_person19.mp4,side,5,167,29.99758760659108,848,478,173.10696931240992,164.28991949111466,167.89048061627966,154.54886216800907,84.67507237469292,81.32354187706349,18.285413713397908
side_person19.mp4,side,6,200,29.99758760659108,848,478,173.02602193780038,164.5032783620221,167.79556958692905,154.71863094207268,84.547104893188,80.49500781522356,18.184762257122895
side_person19.mp4,side,7,233,29.99758760659108,848,478,174.00194927652055,166.05031298253868,168.2646782352938,156.02253205951513,87.268992191386,82.77306664268538,16.00907472668487
side_person19.mp4,side,8,267,29.99758760659108,848,478,172.87426550525146,163.94456564962883,170.35728511798806,155.324563340207,83.49879790078113,81.80716241859791,16.792816535135024
side_person19.mp4,side,9,300,29.99758760659108,848,478,172.113551546988,163.43852172544862,171.4288910982343,155.03345325496346,81.74121443710578,81.4371781122819,16.940764827422445
side_person19.mp4,side,10,333,29.99758760659108,848,478,173.97692325560556,165.8336006332527,168.94011004897766,155.55747507060465,86.80738480799313,82.42780730122223,15.031396984831911
side_person19.mp4,side,11,367,29.99758760659108,848,478,172.31133899807685,164.13089432769803,170.91327533855224,156.04126471905073,83.96715593711484,81.96110331977474,15.659273804235069
side_person19.mp4,side,12,400,29.99758760659108,848,478,174.44000289830925,164.90021840137018,168.71250466788814,156.26073149621342,87.48345343469683,82.13783798532904,15.503276849384498
side_person19.mp4,side,13,433,29.99758760659108,848,478,171.5502447557579,164.56193087761196,168.8889061638777,155.96240392428277,84.60196910946142,82.72553061884379,15.872405839136793
side_person19.mp4,side,14,467,29.99758760659108,848,478,171.28167695417036,164.56513028983844,169.01486775770888,155.99517033351214,84.02782783460732,82.3728895265193,16.445027121619493
side_person19.mp4,side,15,500,29.99758760659108,848,478,174.11045551744607,167.51262998575322,168.7120892263246,154.48432719303713,89.93363015660488,86.56915050875273,12.90593255923089
side_person19.mp4,side,16,533,29.99758760659108,848,478,174.11319830892458,167.64607877127332,167.34663448827268,154.8552987345038,90.27665690843953,88.09714949947646,14.413527785775626
side_person19.mp4,side,17,567,29.99758760659108,848,478,172.22591656581415,166.88838416349185,169.21772919922932,156.3984019486944,85.71182768413554,87.88549970600954,15.619852824340553
side_person19.mp4,side,18,600,29.99758760659108,848,478,172.41360685769848,166.05935780149588,169.19744037912264,156.69197583074055,84.95486709853527,86.07589921507517,15.92782616131007
side_person19.mp4,side,19,633,29.99758760659108,848,478,172.2205469394392,165.5729308607209,168.38499080966545,156.7578891468527,84.5071574642486,85.30385639324837,17.1286919954468
side_person19.mp4,side,20,667,29.99758760659108,848,478,172.60956540739235,165.8713534858441,169.0494827058,156.13284220083517,84.4316617524164,85.83760588719578,17.20733079544979
side_person19.mp4,side,21,700,29.99758760659108,848,478,173.1085256453539,165.82527193770278,173.07810047242594,152.19579275274756,82.62186623449323,85.4682466956839,16.9451450863662
side_person19.mp4,side,22,733,29.99758760659108,848,478,173.51485430957104,165.68715932302433,172.43861488682754,152.44325576691796,83.16938092798482,87.111780782686,16.835719831900082
side_person19.mp4,side,23,767,29.99758760659108,848,478,172.45553682947835,166.004113289555,173.36117866386877,151.44281966176243,81.1342692418264,83.04215135095525,17.278235673644883
side_person19.mp4,side,24,800,29.99758760659108,848,478,172.66241638507194,166.31829857169922,174.07574823361483,151.94146232871321,81.66691726878297,82.57196854399348,17.25887779030864
side_person19.mp4,side,25,833,29.99758760659108,848,478,172.1161859173307,166.95110301993162,173.30675751452077,153.18322674850327,80.41356466717771,79.3650901924847,17.697227006806784
side_person19.mp4,side,26,867,29.99758760659108,848,478,172.23384900248897,168.58510337564417,172.11647065877537,155.57991415159356,84.29979017928534,81.87997913329255,15.964433367363323
side_person19.mp4,side,27,900,29.99758760659108,848,478,170.27251397282683,167.27651119167868,171.32202064593804,156.2528702693124,81.54800674326694,80.64146631454128,16.4573093937557
side_person19.mp4,side,28,933,29.99758760659108,848,478,169.38669336806774,167.5773258338533,171.26156365831588,154.61498008656034,81.3067307683522,82.93225464818764,16.3755765597467
side_person19.mp4,side,29,967,29.99758760659108,848,478,168.5416896427971,168.1223864034243,171.25513082313662,152.2930938217044,81.96283479279847,84.44551343398828,15.8646898605588
side_person19.mp4,side,30,1000,29.99758760659108,848,478,165.68014719572156,167.13699062953643,171.06415223919024,151.511474777425,78.49942518064883,79.54334830828408,16.217884215953582
side_person19.mp4,side,31,1033,29.99758760659108,848,478,164.39632275298797,167.57709347748607,170.3834252607947,149.15913233989107,78.8055761786896,81.07403173514288,15.881455328714315
