video,view,frame,timestamp_ms,fps,frame_width,frame_height,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
side_person20.mp4,side,0,0,29.997658719319467,848,478,178.22765996980604,171.99446976590974,171.4587560306249,137.0278670456422,94.17551947508267,93.0449771495213,20.11545897074827
side_person20.mp4,side,1,33,29.997658719319467,848,478,178.09520226196818,172.336816684894,168.2321475175136,135.52196067864074,97.18317715442146,94.76669199457159,18.9731519266864
side_person20.mp4,side,2,67,29.997658719319467,848,478,178.29576822979328,172.57536402288292,172.29320059764106,138.5919639157342,92.0291455534725,88.14112895740737,18.830971040458508
side_person20.mp4,side,3,100,29.997658719319467,848,478,178.34218680917033,173.91450652775325,176.6768452118566,137.98988988972718,89.52161211996281,92.75477748754638,19.23756523506735
side_person20.mp4,side,4,133,29.997658719319467,848,478,178.42289718756908,172.89979710261233,177.1864691361691,138.42512393044194,88.51703623914186,87.15165071126856,18.158706468729875
side_person20.mp4,side,5,167,29.997658719319467,848,478,177.0672930089102,172.10630830373674,176.52179090801636,136.5196702476594,87.33617380765517,89.28709627906879,17.016558800980505
side_person20.mp4,side,6,200,29.997658719319467,848,478,175.36614822723425,171.78156911828216,173.2635986705387,135.61367907889147,87.87817512867235,86.79745310339524,18.505454603802807
side_person20.mp4,side,7,233,29.997658719319467,848,478,174.10042870126662,172.42594471071666,170.98731893237544,136.83648640361045,88.00112182561995,83.1559630745384,20.135570716512394
side_person20.mp4,side,8,267,29.997658719319467,848,478,172.45221557823973,172.1137493430606,167.11580130438085,136.9080338606508,92.23114799273249,84.84677070100355,20.908772108410222
side_person20.mp4,side,9,300,29.997658719319467,848,478,171.2036268658203,172.45895225405675,163.577976387473,137.3040160932698,97.17012339469692,98.4624428455394,22.64406640473892
side_person20.mp4,side,10,333,29.997658719319467,848,478,169.74215532478266,172.48217212396358,160.65400399069694,137.84025051917686,100.21607767669573,99.09786403163943,24.956210739405282
side_person20.mp4,side,11,367,29.997658719319467,848,478,168.71453752727567,172.2668480199955,157.83477306952236,135.59570326326488,98.34316654135633,104.48598800056297,24.990353942097617
