participant,view,rep_id,cycle_percent,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
side_person7,side,1,0.0,112.50350428034734,137.5208218651691,110.09348879725572,114.1284953621475,107.76708472002925,131.9592488999986,34.1608750253627
side_person7,side,1,1.0,111.91684121319496,136.71121959994787,109.55402551361739,113.41148731133373,108.81864691637936,131.75104533573295,33.9648679075925
side_person7,side,1,2.0,111.33017814604257,135.9016173347266,109.01456222997908,112.69447926051994,109.87020911272947,131.54284177146727,33.76886078982229
side_person7,side,1,3.0,110.74351507889017,135.09201506950538,108.47509894634075,111.97747120970617,110.92177130907959,131.3346382072016,33.57285367205209
side_person7,side,1,4.0,110.18018375705832,134.67313534016134,107.87760807216158,111.60120808755507,111.21597918002658,131.31374801782243,33.611666176362526
side_person7,side,1,5.0,109.6201855417008,134.31007311594257,107.27182754219083,111.27362281235575,111.40199357591597,131.3196168819985,33.684024340970204
side_person7,side,1,6.0,109.06018732634331,133.94701089172383,106.6660470122201,110.94603753715646,111.58800797180537,131.32548574617456,33.756382505577875
side_person7,side,1,7.0,108.48001668544327,133.44862371259532,105.98360113508025,109.88747678355888,112.29975123426107,131.30677241646373,33.41583536452977
side_person7,side,1,8.0,107.89312190269574,132.90512821516356,105.27560014221734,108.58525753716188,113.18673745223886,131.27986502212397,32.937653121596405
side_person7,side,1,9.0,107.3062271199482,132.3616327177318,104.56759914935445,107.28303829076488,114.07372367021665,131.2529576277842,32.45947087866304
side_person7,side,1,10.0,106.70979502594544,131.8701675881697,103.92440447224615,106.59916051283098,113.7693934343088,131.01627152540283,32.22517295699468
side_person7,side,1,11.0,106.10764054518954,131.40992067932942,103.32009358459062,106.28628761597494,112.75027332606957,130.6537181981965,32.13720562808533
side_person7,side,1,12.0,105.50548606443365,130.94967377048914,102.7157826969351,105.9734147191189,111.73115321783034,130.29116487099014,32.04923829917598
side_person7,side,1,13.0,104.81869143873138,130.56700755249403,101.99259761611654,105.63626822233701,111.27381974567062,130.02322960113673,31.932058505603052
side_person7,side,1,14.0,104.04725666808274,130.26192202534412,101.15053834213496,105.27484812562925,111.37827290959044,129.84991238863623,31.785666247366546
side_person7,side,1,15.0,103.27582189743408,129.95683649819418,100.3084790681534,104.9134280289215,111.48272607351024,129.67659517613572,31.639273989130043
side_person7,side,1,16.0,102.57090357097051,129.78105188681116,99.5410920583785,104.58150153542654,111.4788449365328,129.62843842642985,31.513102823158217
side_person7,side,1,17.0,101.97684598481541,129.82076880170632,98.89815882228135,104.29873104728622,111.29440663139326,129.78888244804833,31.420633477627522
side_person7,side,1,18.0,101.38278839866032,129.8604857166015,98.2552255861842,104.01596055914591,111.10996832625372,129.9493264696668,31.328164132096827
side_person7,side,1,19.0,100.63339834050048,129.90128037510516,97.47809727657133,103.7489315518371,111.1421018252848,130.11566709900666,31.26464236735711
