participant,view,rep_id,cycle_percent,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
side_person3,side,1,0.0,130.47113342627446,128.88562875351488,123.77311027394784,141.8327071287129,114.2586772654422,122.18103121727076,15.433888858668128
side_person3,side,1,1.0,129.85168867519343,128.7825622384103,123.27169037918524,141.3309915319013,114.05584387140952,122.6782314165565,15.604656915848793
side_person3,side,1,2.0,129.2322439241124,128.67949572330573,122.77027048442265,140.8292759350897,113.85301047737684,123.17543161584226,15.775424973029457
side_person3,side,1,3.0,128.61279917303136,128.57642920820115,122.26885058966008,140.3275603382781,113.65017708334418,123.672631815128,15.946193030210122
side_person3,side,1,4.0,127.98801109569867,128.170783655087,121.69815554326796,139.82738412796107,113.47596370216625,124.39861815383316,16.130475621754986
side_person3,side,1,5.0,127.35053261851829,127.04651288670009,120.96293201175571,139.33086396056873,113.36972285151836,125.66797157365941,16.346855232414825
side_person3,side,1,6.0,126.71305414133792,125.92224211831316,120.22770848024345,138.8343437931764,113.26348200087048,126.93732499348567,16.56323484307466
side_person3,side,1,7.0,126.07557566415755,124.79797134992624,119.4924849487312,138.33782362578404,113.1572411502226,128.20667841331192,16.7796144537345
side_person3,side,1,8.0,125.29116345193788,124.00497752395027,118.88821717106647,137.8750137466809,113.4845261380748,128.57653263598584,16.988420792823472
side_person3,side,1,9.0,124.40573429687869,123.43973659588181,118.37398147417188,137.43537969077659,114.10986013989579,128.32798116061755,17.192020507707475
side_person3,side,1,10.0,123.5203051418195,122.87449566781335,117.85974577727731,136.99574563487226,114.73519414171679,128.07942968524927,17.395620222591482
side_person3,side,1,11.0,122.63487598676032,122.30925473974489,117.34551008038274,136.55611157896794,115.36052814353779,127.83087820988098,17.599219937475485
side_person3,side,1,12.0,121.89716690307664,122.73193656222361,117.21176064284296,135.8982586344951,115.14871893665358,128.26473609671592,17.60822391180782
side_person3,side,1,13.0,121.17792282831489,123.27810872852073,117.12557198772254,135.21312832895123,114.83226682868121,128.78389515382625,17.592903418571193
side_person3,side,1,14.0,120.45867875355316,123.82428089481785,117.03938333260211,134.52799802340732,114.51581472070886,129.30305421093658,17.577582925334568
side_person3,side,1,15.0,119.7927167947478,124.42196551940789,116.85044622633845,133.82277156264547,114.19832531493344,129.81191457673802,17.64692468956862
side_person3,side,1,16.0,119.36119614615056,125.24630496048681,116.20941593504458,133.0291220189245,113.8762717988246,130.2754607007804,18.08878038667365
