video,view,frame,timestamp_ms,fps,frame_width,frame_height,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
person_7.mp4,front,0,0,59.94941055073099,848,478,141.723367673504,143.68265286563346,160.1330233565351,165.6421821583764,81.36580573308001,81.94347105011516,17.463073700772092
person_7.mp4,front,1,17,59.94941055073099,848,478,142.6228409806173,145.48961756759076,160.03935971749326,167.4239571402189,82.2759983922642,82.35983684690025,17.838441731432358
person_7.mp4,front,2,33,59.94941055073099,848,478,142.14538165716405,146.1811815668978,159.3905410502543,167.27946654645334,82.26727973635715,82.68428235426273,17.966652874897065
person_7.mp4,front,3,50,59.94941055073099,848,478,140.58248183317212,146.57863517466896,158.04310135120315,167.13531303461443,81.96523193458921,82.85370044253442,18.10181956859498
person_7.mp4,front,4,67,59.94941055073099,848,478,140.370468180242,146.50652504761808,158.0360843733107,166.89430636111078,82.33504901303579,82.95640962656516,18.19315246961339
person_7.mp4,front,5,83,59.94941055073099,848,478,140.00210434437014,146.62608456432716,157.62803921019187,166.71813612637567,82.47575604311918,83.09075581465694,18.359391424790847
person_7.mp4,front,6,100,59.94941055073099,848,478,139.93723036627213,146.66911632272544,157.64014512796018,166.16005563030734,82.73598524546586,83.52025815380007,18.496935247682273
person_7.mp4,front,7,117,59.94941055073099,848,478,139.47809125137704,146.6893865789527,157.0988595534158,165.990358584656,82.93012240264962,83.64802638669487,18.615312774759484
person_7.mp4,front,8,133,59.94941055073099,848,478,139.2961255310853,146.6291752939776,157.09215891834344,165.937640912569,83.10059402798902,83.68999652730727,18.64580362574788
person_7.mp4,front,9,150,59.94941055073099,848,478,139.05326131512365,146.5956854333878,157.13262381419062,165.93529444129877,82.71854366254442,83.71155837091234,18.668115614862298
person_7.mp4,front,10,167,59.94941055073099,848,478,139.0258539367602,146.56652979315407,157.2024814329275,165.8042882475497,82.74253757635823,83.79321186872689,18.666714773879516
person_7.mp4,front,11,183,59.94941055073099,848,478,139.52022573652732,146.61168641522914,157.19021702635914,165.76454947466578,83.19199388488582,83.91747553691569,18.63805535601711
person_7.mp4,front,12,200,59.94941055073099,848,478,139.42863748426905,146.82077749681713,156.98809277800052,165.22640238929256,83.27774128517997,84.37539550201934,18.636186385648834
person_7.mp4,front,13,217,59.94941055073099,848,478,139.12552181388355,146.56651921120346,156.92175640635782,165.1450161422933,83.4115599287952,84.3459403576687,18.652439344993617
person_7.mp4,front,14,234,59.94941055073099,848,478,138.87526900146892,146.26219507012274,157.06888517254188,165.0930825420003,83.30824686080786,84.26719331216549,18.650024449397755
person_7.mp4,front,15,250,59.94941055073099,848,478,138.8147575101439,146.261644797262,157.553785454569,165.1199786655802,83.35359173389446,84.3280506319808,18.390810357410246
person_7.mp4,front,16,267,59.94941055073099,848,478,138.38366456364923,146.07636603649985,157.68806015200204,165.10439383040585,83.17685488521312,84.27174767874483,18.313046256036756
person_7.mp4,front,17,284,59.94941055073099,848,478,138.6066451687609,146.4118607077091,157.83636006430856,164.99874765764127,83.34021110856742,84.86361122788102,18.297413431271995
person_7.mp4,front,18,300,59.94941055073099,848,478,138.51326138219085,146.16118570809027,157.87532752342938,164.73226310773444,83.37362669076865,84.7290759433842,18.29889110980007
person_7.mp4,front,19,317,59.94941055073099,848,478,138.84791477184277,146.35955852536742,158.09387742022108,164.57412853883577,83.60075030633433,85.10244249675341,18.202564042215425
person_7.mp4,front,20,334,59.94941055073099,848,478,139.31712486567025,146.80604753000065,158.68889243390458,164.1792282558127,83.85896768059754,86.09096771535097,17.915382217692294
person_7.mp4,front,21,350,59.94941055073099,848,478,139.3526100152506,146.51550091000203,158.64332528661703,163.95987921210784,83.90930345548344,85.95922648127954,17.951743068108993
person_7.mp4,front,22,367,59.94941055073099,848,478,139.39829540910068,146.23433445462635,158.62101487492703,163.86036387360335,83.98836035838717,85.80786053490863,17.92328712258377
person_7.mp4,front,23,384,59.94941055073099,848,478,139.26415351921636,146.09470430318015,158.27173839361038,163.77980557723723,84.2343476770637,85.90149729492356,17.898295475781744
person_7.mp4,front,24,400,59.94941055073099,848,478,139.67478720446616,147.25369561455176,158.60516491586526,163.79472398452242,84.53818154287966,87.28270489847905,17.39391807777742
person_7.mp4,front,25,417,59.94941055073099,848,478,139.31290055088195,146.77887939356617,157.93687247814796,163.81062228902292,84.54469386899356,87.01011320411682,17.503928142734456
person_7.mp4,front,26,434,59.94941055073099,848,478,138.9534302003411,145.86758609267844,157.4646341009431,164.1292114890815,84.28261474019982,86.00640171030508,17.651488851547843
person_7.mp4,front,27,450,59.94941055073099,848,478,138.8189320005031,145.1301986692755,157.13236202669992,164.17779822172312,84.01250509857655,85.12216190866539,17.945467739194303
person_7.mp4,front,28,467,59.94941055073099,848,478,138.55494170275387,144.83117965802796,158.15303885089102,164.3289648712983,82.74766783183487,84.79772827347382,17.95525570034391
