video,view,frame,timestamp_ms,fps,frame_width,frame_height,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
person_3.mp4,front,0,0,59.92842272695376,848,478,149.71130269307687,148.89773984365928,166.01806088523037,165.81989790759775,90.28367260388549,89.70667435281608,13.02954896568489
person_3.mp4,front,1,17,59.92842272695376,848,478,144.48505536406088,146.51934830125742,164.8027994779164,164.66605115773018,86.71462016073377,88.31688459860322,13.025673966851478
person_3.mp4,front,2,33,59.92842272695376,848,478,143.48851408556496,144.9462642764703,165.66541911974733,163.80377850829132,85.69983188761212,86.84022585259139,12.41805892212823
person_3.mp4,front,3,50,59.92842272695376,848,478,141.8262391895178,143.20532854751207,165.79252803226876,163.05865281923678,84.41109671768399,85.77595641502522,12.081137766016615
person_3.mp4,front,4,67,59.92842272695376,848,478,140.1051839597056,142.11574622836523,165.86486888794045,162.84111921031632,83.06828856043258,84.8541584532916,11.721629843147136
person_3.mp4,front,5,83,59.92842272695376,848,478,138.89568615669077,141.63336836779933,165.46746043203945,162.8139294113169,81.9837525903752,84.36194813348723,11.855314688085755
person_3.mp4,front,6,100,59.92842272695376,848,478,139.30380203936053,141.80781635244983,164.74004820563664,163.0696024549701,82.57846945916505,84.08726049121735,12.201332000717809
person_3.mp4,front,7,117,59.92842272695376,848,478,138.7846283546081,141.93713547448706,163.66306342297187,162.67339233664924,82.66084401188631,84.06049160767424,12.831013891958847
person_3.mp4,front,8,133,59.92842272695376,848,478,137.70081223400715,140.8851609491675,163.1823013125149,161.78858761690978,82.07021786871486,83.6039649021173,13.035794596130609
person_3.mp4,front,9,150,59.92842272695376,848,478,137.9787626490453,140.932638367085,163.23999123958026,161.8545963701645,82.29959595754235,83.6782728458827,12.958442623050743
person_3.mp4,front,10,167,59.92842272695376,848,478,138.30680014074412,141.06649311992928,163.88268295334447,162.38423485448052,82.60068314953692,84.01010972322227,12.205961010332157
person_3.mp4,front,11,184,59.92842272695376,848,478,138.18975059317435,140.9870747542697,164.16192112678723,162.70298000817962,82.72576214659804,84.25595770009454,11.66101214806262
person_3.mp4,front,12,200,59.92842272695376,848,478,138.21497505968654,141.29512875902395,164.41309031013026,163.13011699075136,82.55229122199911,84.52674822472217,11.538102636404496
person_3.mp4,front,13,217,59.92842272695376,848,478,138.81871545510506,141.42206616207565,164.89782736778807,164.49421323928772,82.93156196508518,84.7721015850488,10.694047655585765
person_3.mp4,front,14,234,59.92842272695376,848,478,138.92324172685764,141.79679968516945,164.71542991312705,164.49152883750298,82.8213111420728,85.11580424851064,10.795289441602334
person_3.mp4,front,15,250,59.92842272695376,848,478,140.19617609757913,143.1179997161376,165.1350273498558,165.334301808467,84.21754043132061,86.49717801215868,9.90136668717397
person_3.mp4,front,16,267,59.92842272695376,848,478,140.6259379729561,143.37262418316206,165.60957664944777,166.07386311867987,84.7547912697828,86.78097105564521,9.173723524946638
person_3.mp4,front,17,284,59.92842272695376,848,478,140.8626586948225,143.45531900228045,165.38477839636008,165.9614453555557,85.06727209124239,86.88423512017741,9.32263233091936
person_3.mp4,front,18,300,59.92842272695376,848,478,140.8406805496703,143.20178370722664,164.77167061572692,166.0056177168383,85.08055456784567,86.80132745552027,9.78158495151365
