video,view,frame,timestamp_ms,fps,frame_width,frame_height,left_knee_angle_deg,right_knee_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,trunk_angle_deg
person_18.mp4,front,0,0,59.94426331032221,848,478,149.94954505494664,147.3571908414688,157.5832566036881,170.8756512092904,84.75907771859393,77.18567687027937,23.69408914414713
person_18.mp4,front,1,17,59.94426331032221,848,478,150.70119827415456,148.16082160392273,158.83543961094696,167.23674885714271,82.93858927831663,79.18674808919587,24.633190130603175
person_18.mp4,front,2,33,59.94426331032221,848,478,150.64374731015272,147.31358906457197,160.61555931025526,165.06485015114973,83.12822612152482,82.75559126185551,22.10667561215678
person_18.mp4,front,3,50,59.94426331032221,848,478,150.73116240237792,147.69872394207076,160.86820425259938,164.70786528146655,83.4631304533572,83.6276162303357,21.96332921005253
person_18.mp4,front,4,67,59.94426331032221,848,478,151.12063855062422,147.28499802946172,161.21077147971954,163.95279974188307,83.64705213165512,84.05559173416323,21.658103250485485
person_18.mp4,front,5,83,59.94426331032221,848,478,149.4375555817249,144.96757212192716,160.37311840971503,163.48712334540278,82.80680724597887,81.86770029230699,21.950724451225465
person_18.mp4,front,6,100,59.94426331032221,848,478,148.7382122552616,145.27103404546318,160.13545801247872,162.97762570751902,82.5902332795734,82.82212819690034,21.618079076499466
person_18.mp4,front,7,117,59.94426331032221,848,478,148.54760514656766,145.41736831944948,160.29363163112052,163.41421792706183,82.28382759300936,82.51515538795499,21.789930775893094
person_18.mp4,front,8,133,59.94426331032221,848,478,148.78236704656612,146.3476957463287,160.60206391798695,162.79048562497306,82.3850195325143,83.60737032598877,21.45345181196516
person_18.mp4,front,9,150,59.94426331032221,848,478,148.5056752587563,146.44464742370792,160.70554081344,163.35205030247963,82.44398609442351,84.00287933602799,20.872925327583687
person_18.mp4,front,10,167,59.94426331032221,848,478,148.41647251506802,146.15471577652926,160.69402449120832,163.68766961113167,82.56202533346922,83.74035558902192,20.775633114543705
person_18.mp4,front,11,184,59.94426331032221,848,478,148.25511469883668,145.56418883819697,160.70727692429662,163.06829898568932,82.52791957989672,83.83545145721375,20.607661403666018
person_18.mp4,front,12,200,59.94426331032221,848,478,148.08773077036668,145.04619218484956,160.59458628268288,163.2780407635088,82.3182198785545,83.10356389271217,20.94116611287731
person_18.mp4,front,13,217,59.94426331032221,848,478,148.1141615291493,145.36281527493074,160.49828723215558,162.92060659839606,82.34149444939564,83.31800479139774,21.147412337822075
person_18.mp4,front,14,234,59.94426331032221,848,478,147.9840982757212,145.12693862097984,160.4075876237974,162.92871034637707,82.26975464633163,83.02158874859816,21.248448277635738
person_18.mp4,front,15,250,59.94426331032221,848,478,147.56651980330335,144.84349705163746,160.23997580982723,162.98821488197143,81.90741033534245,82.65977283843642,21.4068472935332
person_18.mp4,front,16,267,59.94426331032221,848,478,146.7839436236326,145.2074550190789,159.63290383968993,162.5542063081645,81.89638046847764,83.45409640659453,21.237070911762107
person_18.mp4,front,17,284,59.94426331032221,848,478,148.3114584848234,145.97661613339807,159.76805481320523,162.8431657918413,83.2419282559262,84.2514146452829,21.063158079370385
person_18.mp4,front,18,300,59.94426331032221,848,478,147.70000806905378,145.8784741064003,159.36124878227173,162.75998658033853,83.14513427937726,84.50677691884216,20.818182568877926
person_18.mp4,front,19,317,59.94426331032221,848,478,147.7758012389614,145.50175229895484,159.354557309555,162.50677785113908,83.1897163874688,84.16173875989675,20.928172320598968
person_18.mp4,front,20,334,59.94426331032221,848,478,147.49327325632453,145.39010033750327,159.43632822384413,162.48285321786182,83.03732764952922,84.01574831714326,20.895519232600545
person_18.mp4,front,21,350,59.94426331032221,848,478,147.23532967235192,145.11192637275002,159.2767680156197,162.55260749714125,82.88733375845025,83.66778737211946,20.949839220867972
person_18.mp4,front,22,367,59.94426331032221,848,478,147.47994702632644,145.76129626827378,159.44907101320257,162.59546559386374,83.0383390207562,84.28538059624275,20.830285045614872
person_18.mp4,front,23,384,59.94426331032221,848,478,147.5550629543573,145.48355917233644,159.23988792815615,162.44059433062847,82.99117285980478,83.98179677688056,21.0906755868177
person_18.mp4,front,24,400,59.94426331032221,848,478,147.6800832484417,145.97558779194418,159.7863058585281,162.82953495876765,83.10820530775847,84.69136514671243,20.495209749955524
person_18.mp4,front,25,417,59.94426331032221,848,478,147.71938086649263,145.77026363662753,159.7380216177421,162.73911414073558,83.04059273979512,84.35767216400282,20.565112342150417
person_18.mp4,front,26,434,59.94426331032221,848,478,149.65951824727944,146.2758741208818,160.78421468425807,162.73677280669426,83.8647324712938,84.83691906157284,20.60252272424833
person_18.mp4,front,27,450,59.94426331032221,848,478,149.6395623900066,146.2292955001611,160.8146816405171,162.4599142444812,83.90790939251566,84.85455122546006,20.623950505335234
person_18.mp4,front,28,467,59.94426331032221,848,478,151.03812926943147,147.15727882560273,161.7318061556931,163.74340524812982,85.37617546254619,86.08024240023735,19.164712665974225
person_18.mp4,front,29,484,59.94426331032221,848,478,150.94822562042074,147.0230559881834,161.72378754642602,163.45016434680343,85.16052727858364,85.83190999713851,19.33100089060359
person_18.mp4,front,30,500,59.94426331032221,848,478,150.5857387673565,146.6133128137324,161.12477607080805,163.25140344600885,84.94337693072903,85.43269427449178,19.713921537146042
person_18.mp4,front,31,517,59.94426331032221,848,478,151.31914885916376,147.22740508164924,161.57331288089594,163.8410377354075,86.07310082264279,86.35196071954344,18.78387883547575
